accommodation_type,author,author_type,deal_type,district,finish_type,floor,floors_count,heating_type,house_material_type,house_number,kitchen_meters,living_meters,location,object_type,phone,price,residential_complex,rooms_count,street,total_meters,underground,url,year_of_construction
flat,Брусника,developer,sale,Октябрьский,Предчистовая,8,23,-1,Монолитно-кирпичный,с109,"30,6 м²","38,7 м²",Новосибирск,-1,79587382827,15750000,мкр. Европейский Берег,3,Большевистская ,120.47,Спортивная,https://novosibirsk.cian.ru/sale/flat/314646780/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2028
flat,Сфера,real_estate_agent,sale,Октябрьский,-1,6,10,-1,-1,1,13 м²,58 м²,Новосибирск,-1,79137269050,5900000,Плющихинский,3, Плющихинская,88.0,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/325082568/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2024
flat,Ключи,real_estate_agent,sale,Кировский,-1,10,10,-1,-1,38/1,"8,5 м²",-1,Новосибирск,-1,79138914653,4799000,Просторный,3, Виктора Шевелева,58.0,Студенческая,https://novosibirsk.cian.ru/sale/flat/320165166/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,SG DEVELOPMENT,developer,sale,Кировский,Предчистовая,2,8,-1,Монолитно-кирпичный,145/5,"18,2 м²","42,1 м²",Новосибирск,-1,79587373236,15400000,Кварталы Немировича,3, Немировича-Данченко,96.4,Студенческая,https://novosibirsk.cian.ru/sale/flat/326424090/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2028
flat,Astron Estate,real_estate_agent,sale,Ленинский,-1,9,9,-1,-1,22,"7,1 м²","33,7 м²",Новосибирск,-1,79134735982,4780000,,3,Троллейная ,54.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/321964478/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1980
flat,Расцветай,developer,sale,Калининский,"Без отделки, предчистовая",11,17,-1,"Панельный, монолитно-кирпичный",,-1,-1,Новосибирск,-1,79584099390,6900000,Квартал на Игарской,3,На Игарской кв-л,59.1,Заельцовская,https://novosibirsk.cian.ru/sale/flat/325120817/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2027
flat,ЖИЛФОНД,real_estate_agent,sale,Кировский,-1,3,9,-1,-1,121,"6,7 м²","44,3 м²",Новосибирск,-1,79842346453,4800000,,3, Зорге,61.3,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/319862798/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1971
flat,VIRA,developer,sale,Дзержинский,"Под ключ, предчистовая, чистовая",11,14,-1,Монолитно-кирпичный,,"6,8 м²","44,8 м²",Новосибирск,-1,79586118678,8990000,Горизонт ЖК,3,,72.2,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/321966871/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2027
flat,TS Group,real_estate_agent,sale,Заельцовский,Предчистовая,3,6,-1,-1,55/1,-1,-1,Новосибирск,-1,79586117899,29406000,Жуковка,3, Победы,113.1,Заельцовская,https://novosibirsk.cian.ru/sale/flat/321934524/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2020
flat,Владис Центральное,real_estate_agent,sale,Дзержинский,-1,1,5,-1,-1,59,6 м²,"47,3 м²",Новосибирск,-1,79130134356,4800000,,3, Есенина,59.3,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/323312099/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1965
flat,Первый Строительный,developer,sale,Дзержинский,"Без отделки, предчистовая",1,25,-1,"Панельный, монолитно-кирпичный",,"5,5 м²","44,7 м²",Новосибирск,-1,79635613861,10768800,Первый на Есенина ЖК,3,,73.0,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/314872825/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2026
flat,Квартирный портал,real_estate_agent,sale,Кировский,-1,3,12,-1,-1,,"9,8 м²",44 м²,Новосибирск,-1,79137272652,6000000,,3, Зорге,70.8,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326268764/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,Ключи,real_estate_agent,sale,Калининский,-1,6,9,-1,-1,8/2,"9,8 м²","37,3 м²",Новосибирск,-1,79831300401,6000000,Мкрн. Родники,3, Мясниковой,63.6,Заельцовская,https://novosibirsk.cian.ru/sale/flat/322333436/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2013
flat,ЖИЛФОНД,real_estate_agent,sale,Дзержинский,-1,8,9,-1,-1,21,"6,2 м²",43 м²,Новосибирск,-1,79344756650,6140000,,3, Королева,59.0,Березовая Роща,https://novosibirsk.cian.ru/sale/flat/326572696/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1973
flat,ЖИЛФОНД,real_estate_agent,sale,Октябрьский,-1,1,10,-1,-1,10,"8,8 м²","39,9 м²",Новосибирск,-1,79390430884,6100000,,3, Ключ-Камышенское плато,64.8,Спортивная,https://novosibirsk.cian.ru/sale/flat/324105087/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1996
flat,ЖИЛФОНД,real_estate_agent,sale,Кировский,-1,8,10,-1,-1,6,8 м²,"45,5 м²",Новосибирск,-1,79390384690,6100000,Просторный,3, Александра Чистякова,59.0,Студенческая,https://novosibirsk.cian.ru/sale/flat/324029846/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2018
flat,ЕВРОДОМ,real_estate_agent,sale,Ленинский,-1,6,10,-1,-1,3/1,"10,2 м²","40,3 м²",Новосибирск,-1,79139181873,6100000,,3,Троллейная ,66.2,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326225022/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,Квартирный портал,real_estate_agent,sale,Кировский,-1,3,17,-1,-1,22/1,"6,4 м²","37,6 м²",Новосибирск,-1,79137218174,6109180,Семейный квартал,3,Бронная ,56.5,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/324736492/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2024
flat,НИАН,real_estate_agent,sale,Октябрьский,-1,1,9,-1,-1,163/8,"7,3 м²",38 м²,Новосибирск,-1,79137411808,6100000,,3, Бориса Богаткова,56.0,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/326581763/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1972
flat,Квартирный портал,real_estate_agent,sale,Дзержинский,-1,8,9,-1,-1,8/1,"7,5 м²","38,2 м²",Новосибирск,-1,79137272652,6100000,,3, Есенина,60.6,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/315486312/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,METRAGE,real_estate_agent,sale,Октябрьский,-1,4,10,-1,-1,7/3,9 м²,40 м²,Новосибирск,-1,79137951228,6150000,Плющихинский,3, Виталия Потылицына,60.0,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/327057337/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,ЖИЛФОНД,real_estate_agent,sale,Калининский,-1,4,9,-1,-1,5,"8,8 м²","40,9 м²",Новосибирск,-1,79861244922,6190000,,3, Красных Зорь,65.4,Заельцовская,https://novosibirsk.cian.ru/sale/flat/324194030/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1989
flat,Дельта,real_estate_agent,sale,Ленинский,-1,3,5,-1,-1,17/1,6 м²,40 м²,Новосибирск,-1,79137219236,6150000,,3, Блюхера,58.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/319378953/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,ЖИЛФОНД,real_estate_agent,sale,Ленинский,-1,7,9,-1,-1,15,"7,4 м²","37,9 м²",Новосибирск,-1,79390417392,6150000,,3, 9-й Гвардейской Дивизии,60.3,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/325807577/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1983
flat,ЖИЛФОНД,real_estate_agent,sale,Октябрьский,-1,10,10,-1,-1,124,"10,8 м²",39 м²,Новосибирск,-1,79365420346,6190000,,3,Выборная ,63.0,Речной вокзал,https://novosibirsk.cian.ru/sale/flat/326549623/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1993
flat,ЖИЛФОНД,real_estate_agent,sale,Дзержинский,-1,2,6,-1,-1,2,"8,1 м²","41,6 м²",Новосибирск,-1,79842345206,6190000,,3, Авиастроителей,65.1,Березовая Роща,https://novosibirsk.cian.ru/sale/flat/324701329/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1936
flat,Владис Центральное,real_estate_agent,sale,Железнодорожный,-1,5,5,-1,-1,44,6 м²,"33,5 м²",Новосибирск,-1,79130134356,6150000,,3,Сибирская ,50.0,Площадь Гарина-Михайловского,https://novosibirsk.cian.ru/sale/flat/323273272/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1971
flat,Квартирный портал,real_estate_agent,sale,Дзержинский,-1,3,9,-1,-1,13,"7,1 м²","40,7 м²",Новосибирск,-1,79833214384,6199000,,3,Гусинобродское шоссе,59.2,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/321545406/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,Золотой ключ Плюс,real_estate_agent,sale,Дзержинский,-1,3,9,-1,-1,25,"12,4 м²",38 м²,Новосибирск,-1,79137714829,6150000,,3, Есенина,60.2,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/325976043/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1967
flat,Алия Ишмухаметова,realtor,sale,Ленинский,-1,7,10,-1,-1,34,"7,2 м²","44,7 м²",Новосибирск,-1,79137951704,6150000,,3,Киевская ,61.4,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/319702817/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1990
flat,Светлана Османова,realtor,sale,Советский,-1,2,5,-1,-1,6,17 м²,28 м²,Новосибирск,-1,79103318861,6150000,,3, Сердюкова,57.5,Студенческая,https://novosibirsk.cian.ru/sale/flat/326702980/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1977
flat,ЖИЛФОНД,real_estate_agent,sale,Железнодорожный,-1,1,5,-1,-1,75,"5,2 м²","41,9 м²",Новосибирск,-1,79344756219,6250000,,3, Ленина,55.6,Площадь Гарина-Михайловского,https://novosibirsk.cian.ru/sale/flat/326022950/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1963
flat,Всем Квартиру,real_estate_agent,sale,Заельцовский,-1,9,9,-1,-1,118,7 м²,40 м²,Новосибирск,-1,79137404364,6200000,,3, Кропоткина,60.0,Гагаринская,https://novosibirsk.cian.ru/sale/flat/327100742/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1981
flat,ЖИЛФОНД,real_estate_agent,sale,Дзержинский,-1,6,9,-1,-1,27/2,7 м²,"41,8 м²",Новосибирск,-1,79390419426,6250000,,3, Толбухина,62.1,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/320945171/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1976
flat,ЖИЛФОНД,real_estate_agent,sale,Октябрьский,-1,2,10,-1,-1,3,"8,7 м²","39,9 м²",Новосибирск,-1,79861246683,6200000,,3, В. Высоцкого,64.3,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/324321775/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1989
flat,ЖИЛФОНД,real_estate_agent,sale,Ленинский,-1,5,9,-1,-1,16,7 м²,43 м²,Новосибирск,-1,79390411446,6200000,,3, 9-й Гвардейской Дивизии,61.3,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/323309526/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1985
flat,ЖИЛФОНД,real_estate_agent,sale,Советский,-1,8,9,-1,-1,23,9 м²,39 м²,Новосибирск,-1,79390419253,6250000,,3, Русская,63.0,,https://novosibirsk.cian.ru/sale/flat/326307872/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1976
flat,ЖИЛФОНД,real_estate_agent,sale,Октябрьский,-1,7,10,-1,-1,124/1,11 м²,"38,7 м²",Новосибирск,-1,79390411057,6250000,,3,Выборная ,62.7,Речной вокзал,https://novosibirsk.cian.ru/sale/flat/320407082/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1996
flat,ЖИЛФОНД,real_estate_agent,sale,Кировский,-1,6,17,-1,-1,2,15 м²,58 м²,Новосибирск,-1,79893056701,6200000,,3, Виктора Уса,78.5,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326837692/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2016
flat,Ново-Николаевскъ,real_estate_agent,sale,Калининский,-1,6,9,-1,-1,6,"10,9 м²","38,5 м²",Новосибирск,-1,79138921125,6200000,,3, Рассветная,62.6,Заельцовская,https://novosibirsk.cian.ru/sale/flat/324541209/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,Rialtor Group,real_estate_agent,sale,Заельцовский,-1,2,5,-1,-1,25/1,"6,2 м²",42 м²,Новосибирск,-1,79134730883,6240000,,3,Дачная ,57.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326718606/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,MetroPolis,real_estate_agent,sale,Ленинский,-1,6,10,-1,-1,137/1,8 м²,-1,Новосибирск,-1,79130636153,6200000,,3,Широкая ,62.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/327019689/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1990
flat,Дельта,real_estate_agent,sale,Советский,-1,3,9,-1,-1,32,"8,5 м²","38,2 м²",Новосибирск,-1,79139347946,6200000,,3,Ветлужская ,61.2,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/318637955/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,НСК-top,real_estate_agent,sale,Ленинский,-1,3,9,-1,-1,18,"6,7 м²","41,9 м²",Новосибирск,-1,79836296440,6200000,,3,Новосибирская ,60.2,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/325644062/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1981
flat,Всем Квартиру,real_estate_agent,sale,Кировский,-1,10,10,-1,-1,32,13 м²,57 м²,Новосибирск,-1,79137268818,6200000,Просторный,3, Виктора Шевелева,86.3,Студенческая,https://novosibirsk.cian.ru/sale/flat/325330714/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,ПАРТНЕР,real_estate_agent,sale,Кировский,-1,10,10,-1,-1,10,"8,8 м²",-1,Новосибирск,-1,79137808233,6200000,,3,Беловежская ,64.6,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326320432/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,Титул,real_estate_agent,sale,Дзержинский,-1,9,9,-1,-1,25,7 м²,42 м²,Новосибирск,-1,79137338734,6200000,,3, Доватора,62.0,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/305249256/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,Виктория Бандурина,realtor,sale,Советский,-1,9,9,-1,-1,27,"8,8 м²","38,5 м²",Новосибирск,-1,79137215621,6200000,,3, Русская,63.7,,https://novosibirsk.cian.ru/sale/flat/326897025/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1978
flat,ЖИЛФОНД,real_estate_agent,sale,Октябрьский,-1,6,9,-1,-1,194/7,"8,1 м²","37,7 м²",Новосибирск,-1,79390414260,6300000,,3, Бориса Богаткова,59.4,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/321873650/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1986
flat,ЖИЛФОНД,real_estate_agent,sale,Дзержинский,-1,1,5,-1,-1,249,6 м²,"46,3 м²",Новосибирск,-1,79333194790,6300000,,3, Бориса Богаткова,62.0,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/326678134/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1967
flat,ЖИЛФОНД,real_estate_agent,sale,Кировский,-1,16,17,-1,-1,4,9 м²,48 м²,Новосибирск,-1,79942583124,6300000,Просторный,3, Александра Чистякова,72.2,Студенческая,https://novosibirsk.cian.ru/sale/flat/324634967/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2021
flat,Калининское,real_estate_agent,sale,Калининский,-1,2,9,-1,-1,35/1,"10,8 м²","38,7 м²",Новосибирск,-1,79831211918,6300000,,3, Объединения,63.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/324153829/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,ЖИЛФОНД,real_estate_agent,sale,Ленинский,-1,8,9,-1,-1,27/2,7 м²,"42,1 м²",Новосибирск,-1,79893051461,6300000,,3,Ударная ,60.8,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/321371493/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1976
flat,Метражи,real_estate_agent,sale,Советский,-1,4,10,-1,-1,6,"23,4 м²",28 м²,Новосибирск,-1,79139837715,6300000,,3, Печатников,60.6,Студенческая,https://novosibirsk.cian.ru/sale/flat/316421063/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2005
flat,Юрстатус,real_estate_agent,sale,Октябрьский,-1,3,5,-1,-1,1,"5,9 м²","35,6 м²",Новосибирск,-1,79132029238,6300000,,3, Панфиловцев,56.5,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/321701524/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1961
flat,РиэлтПрофи,real_estate_agent,sale,Советский,-1,7,9,-1,-1,9,9 м²,"38,5 м²",Новосибирск,-1,79833027623,6300000,,3, Тружеников,63.4,,https://novosibirsk.cian.ru/sale/flat/322439453/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1975
flat,Домофонд,real_estate_agent,sale,Ленинский,-1,4,10,-1,-1,7,8 м²,38 м²,Новосибирск,-1,79137312628,6300000,,3,Троллейная ,59.3,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/323316254/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2006
flat,Владис Центральное,real_estate_agent,sale,Заельцовский,-1,4,9,-1,-1,127,"7,1 м²","42,5 м²",Новосибирск,-1,79130134356,6350000,,3, Кропоткина,61.4,Гагаринская,https://novosibirsk.cian.ru/sale/flat/325654691/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1973
flat,ЖИЛФОНД,real_estate_agent,sale,Октябрьский,-1,7,10,-1,-1,39/3,9 м²,45 м²,Новосибирск,-1,79893058031,6360000,,3, В. Высоцкого,65.3,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/323342544/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1990
flat,ЖИЛФОНД,real_estate_agent,sale,Ленинский,-1,3,13,-1,-1,33,"8,8 м²","39,9 м²",Новосибирск,-1,79333169677,6350000,,3,Волховская ,66.5,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/327091517/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1999
flat,Люди,real_estate_agent,sale,Ленинский,-1,3,9,-1,-1,112,"8,6 м²","39,5 м²",Новосибирск,-1,79137717478,6390000,,3, Пархоменко,64.1,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326416703/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,100 Домов-Новосибирск,real_estate_agent,sale,Дзержинский,-1,5,9,-1,-1,7,"7,1 м²",41 м²,Новосибирск,-1,79137321768,6390000,,3, Адриена Лежена,62.3,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/322534242/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,Владис Центральное,real_estate_agent,sale,Ленинский,-1,6,9,-1,-1,11,"6,9 м²","33,9 м²",Новосибирск,-1,79130134356,6450000,,3, Ватутина,56.6,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/325184259/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1979
flat,METRAGE,real_estate_agent,sale,Кировский,-1,16,17,-1,-1,172,"5,6 м²","40,9 м²",Новосибирск,-1,79134731081,6400000,,3, Петухова,69.7,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/324082375/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,MetroPolis,real_estate_agent,sale,Ленинский,-1,2,9,-1,-1,113,"8,6 м²","41,6 м²",Новосибирск,-1,79133710948,6400000,,3, Связистов,64.3,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/315533654/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,Новосибирский Центр Недвижимости,real_estate_agent,sale,Заельцовский,-1,6,9,-1,-1,31/3,7 м²,"37,5 м²",Новосибирск,-1,79138924604,6420000,,3,Линейная ,58.7,Гагаринская,https://novosibirsk.cian.ru/sale/flat/325266897/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1979
flat,ЖИЛФОНД,real_estate_agent,sale,Ленинский,-1,1,17,-1,-1,1/2,"20,1 м²","34,6 м²",Новосибирск,-1,79390417392,6400000,Аквамарин,3,Междуреченская ,59.7,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/325280716/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2020
flat,ЖИЛФОНД,real_estate_agent,sale,Заельцовский,-1,1,9,-1,-1,119/1,"7,2 м²","43,8 м²",Новосибирск,-1,79942580621,6400000,,3, Кропоткина,61.3,Гагаринская,https://novosibirsk.cian.ru/sale/flat/325860629/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1971
flat,ЖИЛФОНД,real_estate_agent,sale,Ленинский,-1,7,9,-1,-1,160,"6,9 м²","42,7 м²",Новосибирск,-1,79942581174,6450000,,3,Троллейная ,63.1,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/320216100/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1984
flat,Вертикаль,real_estate_agent,sale,Ленинский,-1,7,7,-1,-1,12,9 м²,40 м²,Новосибирск,-1,79134734091,6490000,,3,Новосибирская ,67.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/319262686/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2020
flat,Калина,real_estate_agent,sale,Заельцовский,-1,2,5,-1,-1,83,8 м²,-1,Новосибирск,-1,79134302650,6450000,,3, Дуси Ковальчук,56.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/313652662/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1961
flat,Люди,real_estate_agent,sale,Дзержинский,-1,2,5,-1,-1,3,"5,9 м²","40,6 м²",Новосибирск,-1,79139324877,6400000,,3,проспект Дзержинского,65.7,Березовая Роща,https://novosibirsk.cian.ru/sale/flat/326380029/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1950
flat,Забота,real_estate_agent,sale,Ленинский,-1,5,5,-1,-1,27,7 м²,"38,5 м²",Новосибирск,-1,79137212038,6490000,,3, Невельского,56.9,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/327010118/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1967
flat,Светлана Толмачева,realtor,sale,Ленинский,-1,1,17,-1,-1,3/1,10 м²,40 м²,Новосибирск,-1,79831323897,6490000,Аквамарин,3,Междуреченская ,77.4,Красный Проспект,https://novosibirsk.cian.ru/sale/flat/306250751/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2020
flat,Ново-Николаевскъ,real_estate_agent,sale,Заельцовский,-1,4,5,-1,-1,2/1,"6,3 м²","43,2 м²",Новосибирск,-1,79137520350,6450000,,3,Рельсовая ,58.2,Гагаринская,https://novosibirsk.cian.ru/sale/flat/326449901/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1969
flat,ДЕРЖАВА НЕДВИЖИМОСТЬ,real_estate_agent,sale,Заельцовский,-1,2,5,-1,-1,83,6 м²,44 м²,Новосибирск,-1,79861192637,6450000,,3, Дуси Ковальчук,56.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/325972099/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1961
flat,Ключи,real_estate_agent,sale,Калининский,-1,6,17,-1,-1,5,35 м²,5 м²,Новосибирск,-1,79132024492,6450000,Квартал на Игарской,3,Игарская ,59.1,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326957876/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,Владис Центральное,real_estate_agent,sale,Советский,-1,4,9,-1,-1,31,9 м²,39 м²,Новосибирск,-1,79130134356,6490000,,3, Русская,63.0,,https://novosibirsk.cian.ru/sale/flat/326769906/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1977
flat,Альфа Дом,real_estate_agent,sale,Октябрьский,Чистовая,17,18,-1,-1,7/4,10 м²,45 м²,Новосибирск,-1,79139528552,6400000,Плющихинский,3, Виталия Потылицына,80.0,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/323431848/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2014
flat,Планета-8,real_estate_agent,sale,Ленинский,-1,2,9,-1,-1,41/1,25 м²,30 м²,Новосибирск,-1,79137313589,6400000,,3, Титова,61.0,Студенческая,https://novosibirsk.cian.ru/sale/flat/311985697/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,АльянсРиэлт,real_estate_agent,sale,Кировский,-1,7,17,-1,-1,172,12 м²,45 м²,Новосибирск,-1,79138902140,6400000,На Петухова,3, Петухова,70.8,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326553369/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,2024
flat,Квартирный портал,real_estate_agent,sale,Ленинский,-1,6,6,-1,-1,16,"8,7 м²","40,2 м²",Новосибирск,-1,79138957835,6400000,,3,Новосибирская ,64.6,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/312064055/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,Формула недвижимости,real_estate_agent,sale,Ленинский,-1,5,9,-1,-1,113,9 м²,42 м²,Новосибирск,-1,79130127984,6400000,,3, Связистов,66.2,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/325947930/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,1986
flat,ПРОЕКТ,real_estate_agent,sale,Кировский,-1,2,10,-1,-1,26,13 м²,57 м²,Новосибирск,-1,79134729963,6400000,Просторный,3, Виктора Шевелева,87.0,Студенческая,https://novosibirsk.cian.ru/sale/flat/322266345/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
flat,Инна Иванова,realtor,sale,Ленинский,-1,3,10,-1,-1,137/1,-1,-1,Новосибирск,-1,79137214420,6450000,,3,Широкая ,62.0,,https://novosibirsk.cian.ru/sale/flat/327057610/?mlSearchSessionGuid=114ec3afc1c3ffd43f15b609efea890e,-1
